Note: The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ,,,,,,,,,,,,,,,,,,,,,,,,,
customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,,,,,,,,,,,,,
1220,Paulie,Akerman,Male,12,1987-06-08,Editor,n/a,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,14,,,,,,,,,,,,,
272,Arlie,Crean,Female,22,1987-06-06,Product Engineer,Retail,Mass Customer,N,1,Yes,1,,,,,,,,,,,,,
2483,Greta,Cotterrill,Female,54,1987-06-06,,Manufacturing,Mass Customer,N,ğ,No,10,,,,,,,,,,,,,
1569,Dave,Mews,Male,87,1987-06-03,Structural Analysis Engineer,n/a,Mass Customer,N,ğµ ğ ğ ğ,No,8,,,,,,,,,,,,,
3267,Gerri,Prott,Male,20,1987-05-30,,Property,High Net Worth,N,1.00E+02,Yes,9,,,,,,,,,,,,,
3672,Werner,Yglesias,Male,32,1987-05-25,,IT,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13,,,,,,,,,,,,,
342,Winslow,Hammant,Male,40,1987-05-19,Programmer IV,Health,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,2,,,,,,,,,,,,,
159,Arin,Matskevich,Male,90,1987-05-12,Research Nurse,Health,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,13,,,,,,,,,,,,,
241,Quillan,Duigan,Male,94,1987-05-09,Quality Engineer,Entertainment,Mass Customer,N,<img src=x onerror=alert('hi') />,No,20,,,,,,,,,,,,,
1839,Faythe,Rance,Female,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,5,,,,,,,,,,,,,
2195,Nevsa,Taill,Female,94,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,âğ¿ ğªğ¿ ğğ¿ ğğ¿ ğğ¿ ğğ¿,Yes,13,,,,,,,,,,,,,
3280,Micki,McNamara,Female,49,1987-05-02,General Manager,Financial Services,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,21,,,,,,,,,,,,,
1653,Florry,Folbige,Female,80,1987-04-29,,Argiculture,Mass Customer,N,!@#$%^&*(),Yes,12,,,,,,,,,,,,,
603,Alidia,Durrett,Female,28,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,âªâªtestâª,No,11,,,,,,,,,,,,,
1612,Wendel,Headland,Male,70,1987-04-17,Community Outreach Specialist,Financial Services,High Net Worth,N,Ù¡Ù¢Ù£,Yes,22,,,,,,,,,,,,,
1446,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,Mass Customer,N,<script>alert('hi')</script>,No,17,,,,,,,,,,,,,
3234,Mata,Hoggan,Male,35,1987-04-15,Safety Technician II,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,19,,,,,,,,,,,,,
3610,Erl,Markel,Male,1,1987-03-29,Graphic Designer,Financial Services,High Net Worth,N,â,Yes,16,,,,,,,,,,,,,
2722,Faustine,Peert,Female,1,1987-03-28,,Health,Mass Customer,N,1.00E+96,No,8,,,,,,,,,,,,,
690,Lindsey,,Male,95,1987-03-27,Assistant Professor,n/a,Affluent Customer,N,â¡,Yes,17,,,,,,,,,,,,,
1331,Edward,Hawkwood,Male,12,1987-03-24,Tax Accountant,Telecommunications,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,17,,,,,,,,,,,,,
3838,Mil,Clemitt,Female,59,1987-03-24,Sales Associate,Financial Services,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,4,,,,,,,,,,,,,
3301,Guntar,O'Halloran,Male,5,1987-03-21,Associate Professor,n/a,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,6,,,,,,,,,,,,,
2375,Alika,Milbourne,Female,21,1987-03-17,Sales Representative,Retail,Affluent Customer,N,1/0,No,8,,,,,,,,,,,,,
1747,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,14,,,,,,,,,,,,,
1063,Terrence,Geck,Male,22,1987-03-01,Actuary,Financial Services,Affluent Customer,N,-1,Yes,13,,,,,,,,,,,,,
2817,Agata,Inglesent,Female,33,1987-02-28,Senior Financial Analyst,Financial Services,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,6,,,,,,,,,,,,,
2891,Renae,Ughetti,Female,5,1987-02-22,Nuclear Power Engineer,Manufacturing,High Net Worth,N,ï¼ï¼ï¼,Yes,12,,,,,,,,,,,,,
708,Idalina,Wilcot,Female,31,1987-02-15,Safety Technician II,IT,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,10,,,,,,,,,,,,,
2263,Lois,Sorel,Female,79,1987-02-06,Professor,Argiculture,Mass Customer,N,â°â´âµâââ,Yes,21,,,,,,,,,,,,,
1716,Lou,Yellep,Female,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,nil,No,5,,,,,,,,,,,,,
2031,Philbert,Albone,Male,99,1987-01-21,Geologist III,n/a,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,12,,,,,,,,,,,,,
1942,Abe,Townby,Male,0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,-1.00E+02,No,19,,,,,,,,,,,,,
3285,Mendie,Teresi,Male,51,1986-12-30,Recruiter,Health,Affluent Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,Yes,9,,,,,,,,,,,,,
1071,Chrisy,Miranda,Male,68,1986-12-29,,Retail,High Net Worth,N,<script>alert('hi')</script>,No,1,,,,,,,,,,,,,
3543,Shanie,Zahor,Female,15,1986-12-25,Food Chemist,Health,High Net Worth,N,â£,Yes,21,,,,,,,,,,,,,
611,Otto,Huriche,Male,58,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,"<>?:""{}|_+",Yes,16,,,,,,,,,,,,,
1310,Keane,Leebeter,Male,38,1986-12-20,Geological Engineer,Manufacturing,High Net Worth,N,1/0,Yes,13,,,,,,,,,,,,,
401,Halette,Helling,Female,56,1986-12-11,Assistant Professor,Retail,Mass Customer,N,â¡,No,15,,,,,,,,,,,,,
697,Weston,Brokenshaw,Male,25,1986-11-29,Environmental Specialist,Entertainment,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,10,,,,,,,,,,,,,
2338,Clarie,Hackworth,Female,13,1986-11-28,Programmer Analyst IV,Manufacturing,Mass Customer,N,00ËÆ$-,No,5,,,,,,,,,,,,,
368,Lacee,Roan,Female,32,1986-11-26,,Financial Services,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,6,,,,,,,,,,,,,
1476,Vaughn,Browse,Male,25,1986-11-21,Structural Analysis Engineer,n/a,Affluent Customer,N,á ,Yes,20,,,,,,,,,,,,,
2571,Chariot,Keefe,Male,97,1986-11-17,Internal Auditor,Health,Affluent Customer,N,0,Yes,7,,,,,,,,,,,,,
1494,Levon,Parlor,Male,46,1986-11-03,Geologist I,n/a,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ğ,Yes,7,,,,,,,,,,,,,
3912,Ryon,Darridon,Male,89,1986-10-27,Social Worker,Health,Affluent Customer,N,1,No,22,,,,,,,,,,,,,
959,Katharina,Jennins,Female,3,1986-10-26,Staff Scientist,n/a,Affluent Customer,N,1;DROP TABLE users,Yes,21,,,,,,,,,,,,,
3388,Urbanus,Pichan,Male,81,1986-10-25,VP Marketing,Retail,Mass Customer,N,â°â´âµ,No,7,,,,,,,,,,,,,
1723,Atalanta,Stoeck,Female,90,1986-10-24,Geologist IV,n/a,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,7,,,,,,,,,,,,,
3468,Averill,Woodbridge,Male,4,1986-10-24,Associate Professor,n/a,Mass Customer,N,é¨è½æ ¼,No,7,,,,,,,,,,,,,
1370,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,â¡,No,18,,,,,,,,,,,,,
2151,Herrick,Gammett,Male,9,1986-10-23,,Entertainment,Affluent Customer,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,No,6,,,,,,,,,,,,,
1529,Tansy,Beltzner,Female,0,1986-10-21,Media Manager III,Financial Services,High Net Worth,N,Ù¡Ù¢Ù£,Yes,5,,,,,,,,,,,,,
2299,Mahmoud,Dagworthy,Male,11,1986-10-21,Computer Systems Analyst I,Property,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,7,,,,,,,,,,,,,
1043,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,16,,,,,,,,,,,,,
3126,Bondon,Deeley,Male,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ğ,No,12,,,,,,,,,,,,,
2985,Kerby,Nesfield,Male,69,1986-10-14,Sales Representative,Retail,Affluent Customer,N,00ËÆ$-,Yes,14,,,,,,,,,,,,,
2153,Jimmy,,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,ğ,No,10,,,,,,,,,,,,,
1929,Elka,Crossgrove,Female,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,"''''""",No,20,,,,,,,,,,,,,
3058,Hamnet,Kibblewhite,Male,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,1.00E+02,Yes,16,,,,,,,,,,,,,
1720,Matilda,Milton,Female,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,-1.00E+02,Yes,13,,,,,,,,,,,,,
2084,Britni,Menguy,Female,6,1986-10-03,,IT,Mass Customer,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,Yes,17,,,,,,,,,,,,,
1488,Donnamarie,Andrieu,Female,82,1986-09-30,Assistant Manager,n/a,Mass Customer,N,åè£½æ¼¢èª,Yes,17,,,,,,,,,,,,,
1550,Nell,MacCafferky,Female,3,1986-09-12,Programmer Analyst II,IT,Mass Customer,N,1.00E+02,Yes,12,,,,,,,,,,,,,
2234,Dylan,Hanvey,Male,48,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,18,,,,,,,,,,,,,
81,Bee,Blazewicz,Female,58,1986-09-04,,Health,High Net Worth,N,â¢,No,13,,,,,,,,,,,,,
3728,Chanda,Garmons,Female,27,1986-09-01,Technical Writer,Property,Affluent Customer,N,null,Yes,21,,,,,,,,,,,,,
3900,Garland,Wildsmith,Female,78,1986-09-01,GIS Technical Architect,Financial Services,Mass Customer,N,"<>?:""{}|_+",Yes,3,,,,,,,,,,,,,
1789,Talya,Darycott,Female,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,9,,,,,,,,,,,,,
1508,Orv,Milland,Male,80,1986-08-28,Clinical Specialist,Health,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,11,,,,,,,,,,,,,
1755,Dagmar,Panyer,Female,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,20,,,,,,,,,,,,,
3804,Andria,Keays,Female,23,1986-08-21,,Manufacturing,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,Yes,4,,,,,,,,,,,,,
1587,Kevan,Laminman,Male,17,1986-08-16,Software Test Engineer III,Entertainment,Affluent Customer,N,NULL,Yes,12,,,,,,,,,,,,,
630,D'arcy,Rowden,Male,90,1986-08-11,Statistician III,Property,Affluent Customer,N,1,Yes,17,,,,,,,,,,,,,
961,Rosamund,Shelton,Female,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,â¢,No,6,,,,,,,,,,,,,
2939,Austina,Dugan,Female,38,1986-08-10,GIS Technical Architect,n/a,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,17,,,,,,,,,,,,,
3508,Malvin,Marre,Male,89,1986-08-09,Pharmacist,Health,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,5,,,,,,,,,,,,,
233,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,â°â´âµ,No,13,,,,,,,,,,,,,
3478,Hartwell,Schach,Male,54,1986-08-08,Quality Control Specialist,Health,Mass Customer,N,(ï½¡â â âï½¡),No,17,,,,,,,,,,,,,
324,Franz,Lyptrit,Male,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,15,,,,,,,,,,,,,
459,Bel,Cheeke,Female,88,1986-08-04,Civil Engineer,Manufacturing,Mass Customer,N,-0.5,Yes,13,,,,,,,,,,,,,
1592,Thorin,Klagges,Male,21,1986-08-04,Software Test Engineer III,n/a,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ğ,Yes,14,,,,,,,,,,,,,
3743,Riki,Aimable,Female,85,1986-08-02,Tax Accountant,Property,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,22,,,,,,,,,,,,,
1443,Angela,Mowles,Female,47,1986-07-25,,Financial Services,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,22,,,,,,,,,,,,,
2345,Arden,Godard,Female,50,1986-07-15,Systems Administrator I,Retail,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3,,,,,,,,,,,,,
2200,Teodoor,Lovelace,Male,23,1986-07-13,Community Outreach Specialist,n/a,Affluent Customer,N,!@#$%^&*(),Yes,16,,,,,,,,,,,,,
3677,Bartel,Fonteyne,Male,3,1986-07-11,Senior Financial Analyst,Financial Services,Mass Customer,N,â«testâ«,Yes,20,,,,,,,,,,,,,
3932,Hadley,Veracruysse,Male,85,1986-07-10,Senior Editor,Financial Services,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,11,,,,,,,,,,,,,
1425,Chrisy,Sivess,Male,20,1986-07-06,General Manager,Retail,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,11,,,,,,,,,,,,,
2639,Mufi,O'Kielt,Female,70,1986-07-03,Geologist IV,Entertainment,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,10,,,,,,,,,,,,,
3294,Juditha,Leidl,Female,90,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,1.00E+02,No,6,,,,,,,,,,,,,
2507,Alysa,Galilee,Female,77,1986-06-25,Biostatistician III,Health,Affluent Customer,N,åè£½æ¼¢èª,Yes,8,,,,,,,,,,,,,
3948,Roberto,Beinke,Male,44,1986-06-22,Occupational Therapist,Health,Mass Customer,N,â¦testâ§,No,13,,,,,,,,,,,,,
2328,Gayler,Shackle,Male,63,1986-06-03,Dental Hygienist,Health,Mass Customer,N,âââ,Yes,8,,,,,,,,,,,,,
3268,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20,,,,,,,,,,,,,
2900,Cyrille,Figliovanni,Male,29,1986-05-30,Occupational Therapist,Health,Mass Customer,N,,Yes,18,,,,,,,,,,,,,
1474,Farley,Rosen,Male,54,1986-05-27,Structural Analysis Engineer,Health,Mass Customer,N,00ËÆ$-,Yes,21,,,,,,,,,,,,,
1733,Gothart,Coomer,Male,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,No,20,,,,,,,,,,,,,
228,Lucia,Pickervance,Female,59,1986-05-25,Systems Administrator II,Manufacturing,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,12,,,,,,,,,,,,,
1341,Parry,Rigolle,Male,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,15,,,,,,,,,,,,,
2806,Thorndike,Glossop,Male,60,1986-05-18,Programmer Analyst II,Manufacturing,Mass Customer,N,,Yes,3,,,,,,,,,,,,,
1256,Granny,Lukes,Male,8,1986-05-11,Food Chemist,Health,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,No,9,,,,,,,,,,,,,
1045,Aeriel,Everest,Female,88,1986-05-08,,Financial Services,Mass Customer,N,1,Yes,19,,,,,,,,,,,,,
3339,Andrea,Rand,Male,76,1986-05-08,Programmer Analyst III,Health,Mass Customer,N,1-Feb,No,21,,,,,,,,,,,,,
3497,Thia,O'Day,Female,73,1986-05-03,Administrative Assistant IV,Manufacturing,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,18,,,,,,,,,,,,,
910,Lewes,Foulcher,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,14,,,,,,,,,,,,,
2882,Claudia,Doog,Female,62,1986-04-26,Chief Design Engineer,Manufacturing,Mass Customer,N,1.00E+96,No,9,,,,,,,,,,,,,
1994,Gray,McLorinan,Female,71,1986-04-25,,Manufacturing,High Net Worth,N,é¨è½æ ¼,No,11,,,,,,,,,,,,,
3496,Danya,Burnyeat,Male,99,1986-04-25,Editor,Manufacturing,Mass Customer,N,âªâªtestâª,Yes,19,,,,,,,,,,,,,
2933,Ralf,Presidey,Male,61,1986-04-19,Administrative Officer,Retail,Affluent Customer,N,1;DROP TABLE users,Yes,6,,,,,,,,,,,,,
3271,Daisi,Philip,Female,21,1986-04-18,Chief Design Engineer,Property,High Net Worth,N,(ï½¡â â âï½¡),Yes,16,,,,,,,,,,,,,
1867,Tonya,Ritmeier,Female,96,1986-04-16,Senior Developer,n/a,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3,,,,,,,,,,,,,
583,Tirrell,Haysham,Male,97,1986-04-14,Registered Nurse,Health,Mass Customer,N,1.00E+96,No,4,,,,,,,,,,,,,
284,Seth,Moorman,Male,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,9,,,,,,,,,,,,,
2934,Candida,Hickenbottom,Female,26,1986-04-08,Media Manager III,Telecommunications,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,9,,,,,,,,,,,,,
3425,Alister,De la Yglesia,Male,32,1986-04-05,GIS Technical Architect,Manufacturing,Mass Customer,N,"'""''''""",Yes,12,,,,,,,,,,,,,
3860,Sheila-kathryn,Conklin,Female,14,1986-04-05,Mechanical Systems Engineer,n/a,Affluent Customer,N,ã,Yes,13,,,,,,,,,,,,,
3087,Gerry,Scatcher,Male,64,1986-04-02,Social Worker,Health,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,9,,,,,,,,,,,,,
2889,Ximenes,Patmore,Male,55,1986-04-01,Assistant Professor,n/a,Mass Customer,N,á ,Yes,8,,,,,,,,,,,,,
1556,Bartram,Brownstein,Male,30,1986-03-25,Web Developer III,Manufacturing,Mass Customer,N,"'""''''""",Yes,6,,,,,,,,,,,,,
2359,Merlina,Bream,Female,80,1986-03-25,Mechanical Systems Engineer,Property,High Net Worth,N,1'; DROP TABLE users--,Yes,7,,,,,,,,,,,,,
1241,Lolly,Junkison,Female,23,1986-03-22,Pharmacist,Health,Affluent Customer,N,1'; DROP TABLE users--,Yes,11,,,,,,,,,,,,,
2436,Jaymie,Wellesley,Male,37,1986-03-21,Help Desk Technician,IT,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,4,,,,,,,,,,,,,
3572,Willis,Tilston,Male,54,1986-03-21,Sales Representative,Retail,Affluent Customer,N,1-Feb,Yes,2,,,,,,,,,,,,,
633,Alair,Hopkins,Male,51,1986-03-12,Nurse,n/a,High Net Worth,N,,Yes,11,,,,,,,,,,,,,
947,Hyacinth,Naldrett,Female,43,1986-03-10,Pharmacist,Health,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,10,,,,,,,,,,,,,
1484,Willette,Boodell,Female,26,1986-03-05,Administrative Assistant IV,n/a,Mass Customer,N,é¨è½æ ¼,No,18,,,,,,,,,,,,,
2056,Cristin,Smoughton,Female,65,1986-03-04,Biostatistician IV,Property,High Net Worth,N,-1,No,22,,,,,,,,,,,,,
1140,Deana,Rathbourne,Female,32,1986-02-25,Executive Secretary,n/a,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13,,,,,,,,,,,,,
802,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,â,No,3,,,,,,,,,,,,,
1313,Hughie,Laboune,Male,59,1986-02-09,Analyst Programmer,Property,Mass Customer,N,ï¼ï¼ï¼,No,22,,,,,,,,,,,,,
3256,Collen,Kew,Female,76,1986-02-06,Professor,Financial Services,Affluent Customer,N,â¦testâ§,No,6,,,,,,,,,,,,,
3884,Sibley,Thirlwall,Female,69,1986-02-06,Web Designer II,Manufacturing,High Net Worth,N,"__ï¾(,_,*)",Yes,18,,,,,,,,,,,,,
1052,Dela,Flannigan,Female,31,1986-02-02,Junior Executive,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,3,,,,,,,,,,,,,
3019,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,14,,,,,,,,,,,,,
1981,Calv,Zelland,Male,62,1986-01-30,Sales Associate,n/a,Affluent Customer,N,Ù¡Ù¢Ù£,No,12,,,,,,,,,,,,,
460,Illa,,Female,0,1986-01-23,Electrical Engineer,Manufacturing,Affluent Customer,N,NULL,Yes,16,,,,,,,,,,,,,
3293,Peg,Woodstock,Female,98,1986-01-22,Automation Specialist IV,n/a,High Net Worth,N,1'; DROP TABLE users--,No,17,,,,,,,,,,,,,
1193,Quintus,Whear,Male,58,1986-01-21,Safety Technician I,Retail,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,5,,,,,,,,,,,,,
2814,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,High Net Worth,N,",./;'[]\-=",Yes,18,,,,,,,,,,,,,
2649,Merwyn,MacPhail,Male,7,1986-01-16,Dental Hygienist,Health,Affluent Customer,N,â°â´âµâââ,Yes,20,,,,,,,,,,,,,
2672,Talbert,Folliss,Male,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,4,,,,,,,,,,,,,
3164,Hortensia,Rainger,Female,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,-1.00E+02,Yes,14,,,,,,,,,,,,,
2459,Jeanna,Naulls,Female,67,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,N,,No,18,,,,,,,,,,,,,
3287,Marys,Vazquez,Female,30,1986-01-06,Account Executive,n/a,Affluent Customer,N,1'; DROP TABLE users--,Yes,4,,,,,,,,,,,,,
3594,Gustavo,Juschka,Male,45,1986-01-04,Marketing Assistant,Manufacturing,Mass Customer,N,nil,No,18,,,,,,,,,,,,,
3541,Aloin,Harhoff,Male,72,1986-01-03,,Health,Mass Customer,N,"""'",No,11,,,,,,,,,,,,,
